Name,Position,Swim,SwimBike,Bike,BikeRun,Run,Final,Gender,Division
Alberto Herrera,"1,273",1:05:34,00:10:30,6:56:28,00:10:41,5:56:02,14:19:15,M,50-54

Tommy Pham,"1,274",2:02:21,00:09:30,6:33:57,00:15:06,5:18:23,14:19:17,M,60-64

William Betz,"1,275",1:11:01,00:13:08,6:11:31,00:15:28,6:28:26,14:19:34,M,40-44

Chris Cohorst,"1,276",2:01:51,00:09:48,6:26:38,00:12:44,5:28:34,14:19:34,M,45-49

James Richey,"1,277",1:28:00,00:13:41,6:39:56,00:12:39,5:45:30,14:19:46,M,40-44

Stephen Penney,"1,278",1:46:15,00:08:12,6:41:43,00:13:38,5:30:17,14:20:04,M,40-44

Jon Meyers,"1,279",1:21:02,00:09:32,6:00:53,00:10:34,6:38:26,14:20:25,M,50-54

Arielle Yusko,"1,280",1:13:26,00:09:50,7:04:48,00:11:02,5:41:53,14:20:59,F,30-34

Brent Chesson,"1,281",1:23:19,00:07:41,7:37:49,00:09:19,5:03:03,14:21:11,M,40-44

Anthony Mccauley,"1,282",1:28:06,00:10:20,6:34:14,00:12:53,5:55:49,14:21:23,M,40-44

Juan Guillermo Aguilar,"1,283",1:50:00,00:13:21,6:48:59,00:12:05,5:17:12,14:21:36,M,30-34

Khoi Nguyen,"1,284",1:31:43,00:11:18,6:33:14,00:07:07,5:58:25,14:21:48,M,45-49

Privacy_Request_1390777 Privacy_Request_1390777,"1,285",1:32:56,00:00:00,00:00:00,00:10:38,5:49:45,14:21:49,M,35-39

Hai Trinh,"1,286",1:50:47,00:17:09,6:45:43,00:11:25,5:16:50,14:21:55,M,45-49

John Deveau,"1,287",1:41:41,00:10:04,7:06:47,00:14:40,5:09:06,14:22:19,M,40-44

Shannon Rexrode,"1,288",1:15:44,00:06:50,6:38:19,00:09:00,6:12:43,14:22:36,F,45-49

William Price,"1,289",1:48:25,00:13:13,5:59:38,00:13:37,6:07:47,14:22:40,M,55-59

Rebecca Thompson,"1,290",1:22:05,00:06:00,7:05:10,00:07:41,5:41:56,14:22:52,F,40-44

Jorge Rosa,"1,291",1:22:17,00:11:47,6:49:56,00:13:49,5:45:26,14:23:14,M,50-54

Lindsay Birnbrich,"1,292",1:51:51,00:15:20,7:02:06,00:15:36,4:58:22,14:23:14,F,30-34

Thi Nguyen,"1,293",1:51:33,00:16:57,7:03:47,00:15:05,4:56:04,14:23:26,M,45-49

Guillermo Santana,"1,294",1:22:36,00:12:41,6:35:07,00:17:40,5:55:39,14:23:43,M,40-44

Eric Loudon,"1,295",1:26:22,00:13:04,7:10:41,00:17:05,5:16:51,14:24:03,M,40-44

Zane Holmquist,"1,296",1:20:00,00:07:57,5:38:57,00:14:27,7:02:54,14:24:14,M,55-59

Ryan Walser,"1,297",1:23:06,00:12:49,6:46:19,00:14:29,5:47:34,14:24:16,M,25-29

Michael Kirlin,"1,298",1:31:56,00:13:24,7:03:47,00:15:08,5:20:23,14:24:38,M,65-69

Leo Fuentes,"1,299",1:51:51,00:08:14,5:37:23,00:08:59,6:38:17,14:24:44,M,40-44

Timothy Hanson,"1,300",1:31:29,00:08:14,6:29:28,00:09:16,6:06:37,14:25:04,M,18-24

Stephanie Watson,"1,301",2:00:13,00:10:53,6:56:42,00:09:43,5:07:36,14:25:08,F,40-44

David Mouritsen,"1,302",1:38:47,00:20:24,6:59:21,00:15:15,5:11:21,14:25:08,M,40-44

Heath Sheppard,"1,303",1:26:09,00:11:04,6:19:10,00:09:47,6:19:06,14:25:16,M,50-54

William Stockland,"1,304",1:30:59,00:09:17,6:27:54,00:10:31,6:06:46,14:25:27,M,55-59

Mark Coppins,"1,305",1:19:39,00:08:51,6:37:19,00:08:29,6:11:16,14:25:35,M,60-64

Sayer Gunn,"1,306",1:35:07,00:10:25,6:23:46,00:09:51,6:06:34,14:25:43,F,45-49

Jesse Shulse,"1,307",1:41:51,00:10:04,6:45:11,00:09:33,5:39:33,14:26:11,M,40-44

Francisco Landaeta Iturrino,"1,308",1:31:49,00:09:21,6:58:04,00:12:18,5:34:50,14:26:22,M,40-44

Melissa Shippy,"1,309",1:18:20,00:16:30,7:09:12,00:18:06,5:25:04,14:27:12,F,45-49

Rodrigo Barragan,"1,310",1:37:36,00:10:52,6:53:59,00:08:55,5:36:11,14:27:33,M,45-49

Kenny Hudson,"1,311",1:31:49,00:10:19,6:43:43,00:08:23,5:53:35,14:27:49,M,50-54

William Norwood,"1,312",1:40:03,00:18:25,6:37:52,00:12:32,5:39:05,14:27:56,M,40-44

Oscar Moreno,"1,313",1:47:30,00:13:23,6:28:44,00:16:53,5:41:26,14:27:56,M,50-54

David Ahearn,"1,314",1:09:09,00:12:39,6:29:40,00:14:13,6:22:23,14:28:03,M,35-39

Maria Eugenia Añez Marcano,"1,315",1:36:10,00:08:00,6:38:50,00:16:29,5:48:35,14:28:04,F,45-49

Vincent Weisenberger,"1,316",1:26:06,00:09:16,6:43:49,00:11:07,5:57:55,14:28:13,M,35-39

Carolina Rabbat,"1,317",1:45:48,00:21:07,6:05:15,1:01:17,5:15:26,14:28:53,F,25-29

Walter Gannon,"1,318",1:38:05,00:13:09,6:40:28,00:18:17,5:39:09,14:29:08,M,50-54

April Lange,"1,319",1:22:56,00:07:23,6:45:37,00:19:37,5:53:49,14:29:21,F,50-54

Laura Mcmanus,"1,320",1:32:26,00:09:16,6:54:08,00:11:45,5:41:47,14:29:21,F,35-39

Sherry Stewart,"1,321",1:25:06,00:09:39,6:37:24,00:09:41,6:08:01,14:29:51,F,60-64

Francisco Karolys Cordovez,"1,322",1:16:56,00:09:45,7:06:47,00:16:54,5:40:05,14:30:26,M,45-49

Josh Lull,"1,323",1:31:35,00:08:11,7:54:53,00:04:44,4:51:10,14:30:33,M,25-29

Jason Herbaugh,"1,324",1:41:52,00:07:13,6:18:06,00:10:28,6:13:01,14:30:40,M,40-44

Kate Callaghan,"1,325",1:18:49,00:08:07,6:59:09,00:11:22,5:53:19,14:30:45,F,18-24

Mike Skelly,"1,326",1:21:59,00:12:19,6:23:47,00:12:56,6:19:46,14:30:47,M,50-54

Tommy Butler,"1,327",1:27:39,00:11:19,6:50:08,00:13:54,5:47:55,14:30:56,M,18-24

Jeff Kessler,"1,328",1:30:43,00:07:42,6:21:01,00:09:48,6:21:47,14:31:01,M,55-59

Felix Aleynykov,"1,329",1:10:11,00:08:50,5:40:14,00:11:42,7:20:25,14:31:22,M,40-44

Shannan Schnittger,"1,330",1:17:10,00:06:03,5:44:54,00:08:21,7:15:30,14:31:58,F,40-44

Mason Randall,"1,331",1:23:01,00:09:56,6:22:04,00:12:46,6:24:12,14:31:59,M,45-49

Jun Choi,"1,332",1:48:39,00:10:14,6:21:22,00:11:24,6:00:44,14:32:22,M,50-54

Shelby Osterberg,"1,333",1:27:59,00:09:26,6:26:11,00:14:56,6:13:56,14:32:29,F,30-34

Dan Ross,"1,334",1:37:04,00:08:03,6:35:26,00:12:04,5:59:58,14:32:35,M,35-39

Jim Stockeland,"1,335",1:22:19,00:11:31,6:05:23,00:13:36,6:39:46,14:32:35,M,45-49

Andrew Molosky,"1,336",1:16:21,00:09:07,6:13:40,00:19:55,6:33:38,14:32:41,M,45-49

Roland Moreno,"1,337",1:24:51,00:08:11,6:03:18,00:12:09,6:44:14,14:32:43,M,45-49

Brian Mcdonough,"1,338",1:44:02,00:14:00,6:21:27,00:12:51,6:00:57,14:33:17,M,40-44

Drew Severns,"1,339",1:26:40,00:15:42,6:52:32,00:12:59,5:45:41,14:33:34,M,35-39

Sommer Mueller,"1,340",1:33:16,00:10:19,7:03:41,00:09:10,5:37:33,14:33:59,F,45-49

Nate Spangle,"1,341",1:34:23,00:14:16,6:42:43,00:15:28,5:47:17,14:34:07,M,25-29

Bowman Shaughnessy,"1,342",1:28:39,00:09:25,7:09:44,00:09:36,5:36:46,14:34:10,F,18-24

Sheila Gibson,"1,343",1:33:48,00:11:23,6:43:52,00:09:06,5:56:04,14:34:15,F,55-59

Logan Terry,"1,344",1:24:16,00:15:54,7:49:24,00:16:08,4:48:37,14:34:19,M,30-34

Nick Taylor,"1,345",1:31:14,00:10:15,6:34:06,00:14:06,6:04:45,14:34:26,M,60-64

Julian Schuenke,"1,346",2:03:29,00:10:20,6:39:26,00:18:50,5:22:25,14:34:30,M,30-34

Carl Rasmusen,"1,347",1:39:23,00:14:50,6:31:42,00:18:38,5:49:58,14:34:32,M,65-69

Alejandro Figueroa,"1,348",1:27:09,00:15:48,6:57:53,00:18:52,5:35:14,14:34:56,M,45-49

Charles Trombley,"1,349",1:15:51,00:12:55,6:37:55,00:16:21,6:12:29,14:35:32,M,45-49

Alen Babakhani,"1,350",1:27:24,00:10:10,6:03:42,00:12:33,6:42:35,14:36:24,M,45-49

Karl Overton,"1,351",1:41:25,00:17:04,6:39:00,00:15:48,5:43:14,14:36:31,M,55-59

Pierre Lalsing,"1,352",1:28:27,00:11:39,6:14:03,00:11:51,6:30:46,14:36:46,M,55-59

Diego Rosique Moya,"1,353",1:09:41,00:30:35,6:05:27,00:20:12,6:30:52,14:36:46,M,45-49

Kat Kulkoski,"1,354",1:40:20,00:06:58,6:54:58,00:07:45,5:47:33,14:37:33,F,60-64

Cristian Palmiere,"1,355",1:32:43,00:06:21,6:49:27,00:08:37,6:00:31,14:37:39,M,50-54

Hoang Daniel Nguyen,"1,356",1:40:33,00:05:47,6:42:14,00:05:14,6:03:54,14:37:43,M,30-34

Josiah Hestad,"1,357",1:29:43,00:14:53,7:11:16,00:15:02,5:26:51,14:37:44,M,18-24

Amanda Galbraith,"1,358",1:40:59,00:13:43,6:54:15,00:14:46,5:34:08,14:37:51,F,40-44

Nancy Nguyen,"1,359",1:41:15,00:10:39,6:41:28,00:09:49,5:54:43,14:37:54,F,45-49

Kris Fedun,"1,360",1:29:22,00:16:15,6:17:55,00:19:01,6:15:22,14:37:55,M,50-54

Michael Duckworth,"1,361",1:30:18,00:15:50,6:59:18,00:12:58,5:39:42,14:38:07,M,25-29

Brandon Curtis,"1,362",1:37:44,00:10:41,6:36:47,00:14:40,5:58:29,14:38:22,M,45-49

Maria Ines Reyna Medina,"1,363",1:38:52,00:09:49,6:34:03,00:09:01,6:06:43,14:38:28,F,45-49

Robert Nichols,"1,364",1:15:47,00:14:31,7:09:37,00:15:40,5:42:55,14:38:30,M,40-44

Daniel Chang,"1,365",1:37:19,00:11:27,6:28:11,00:10:01,6:11:50,14:38:47,M,35-39

Monroe Gray,"1,366",1:18:59,00:13:31,7:20:20,00:15:51,5:30:14,14:38:55,M,25-29

Craig Ainsworth,"1,367",1:23:38,00:20:33,6:25:26,00:13:59,6:15:30,14:39:06,M,45-49

William Romero,"1,368",1:04:13,00:07:10,6:36:21,00:13:31,6:38:07,14:39:21,M,50-54

Alex Vonholle,"1,369",1:31:31,00:11:36,8:00:35,00:08:46,4:47:03,14:39:32,M,25-29

Luis Cervantes,"1,370",1:17:01,00:10:58,6:59:25,00:13:38,5:59:00,14:40:01,M,35-39

Alan Brown,"1,371",1:06:46,00:11:56,6:55:43,00:14:08,6:11:29,14:40:02,M,65-69

Hector Alvarez,"1,372",1:26:20,00:10:41,7:07:20,00:10:47,5:44:58,14:40:05,M,40-44

Michael Crook,"1,373",1:59:52,00:13:39,6:37:59,00:14:52,5:34:01,14:40:23,M,55-59

Lina Mora,"1,374",1:26:54,00:18:49,7:01:36,00:15:39,5:37:26,14:40:24,F,40-44

Frank Gatell,"1,375",1:06:26,00:11:35,5:39:04,00:15:09,7:28:41,14:40:56,M,50-54

Jared Holthe,"1,376",1:17:10,00:17:51,7:01:59,00:37:23,5:26:34,14:40:57,M,30-34

David Cagle,"1,377",1:34:25,00:12:54,6:36:11,00:11:36,6:05:52,14:40:58,M,55-59

Jason Kraus,"1,378",1:34:16,00:12:38,6:45:59,00:11:00,5:57:08,14:41:01,M,50-54

Leonardo Fernandez,"1,379",1:31:40,00:08:47,6:55:02,00:10:18,5:55:26,14:41:13,M,45-49

Michael Jones,"1,380",2:03:43,00:12:06,6:18:29,00:18:01,5:49:00,14:41:19,M,30-34

Sabrina Somarribas,"1,381",1:34:28,00:07:57,6:39:03,00:05:10,6:14:49,14:41:27,F,30-34

Brady Barnhart,"1,382",1:30:33,00:14:17,6:54:23,00:12:32,5:50:01,14:41:47,M,30-34

Victor Castro,"1,383",2:07:44,00:08:59,6:36:42,00:15:37,5:32:48,14:41:50,M,50-54

Tommy Walsh,"1,384",1:28:44,00:11:09,6:56:01,00:24:21,5:41:39,14:41:55,M,30-34

Andres Arizmendi,"1,385",1:51:17,00:15:45,6:21:23,00:18:49,5:55:17,14:42:32,M,35-39

John Sumner,"1,386",1:29:02,00:13:02,6:35:26,00:10:16,6:14:45,14:42:32,M,55-59

Richard Silva,"1,387",1:38:19,00:10:38,6:36:11,00:12:59,6:04:59,14:43:07,M,40-44

Garrett Wilson,"1,388",1:21:07,00:07:12,6:34:10,00:07:25,6:33:15,14:43:09,M,35-39

Joe Trybus,"1,389",1:38:52,00:06:49,7:09:20,00:11:10,5:37:09,14:43:19,M,18-24

John Mccraw,"1,390",1:23:47,00:17:04,7:08:29,00:09:50,5:44:48,14:43:57,M,50-54

Tuan Nguyen,"1,391",1:44:22,00:12:47,5:58:24,00:21:39,6:26:51,14:44:03,M,45-49

Shelito Alviza,"1,392",2:06:41,00:12:37,6:23:30,00:15:43,5:45:48,14:44:17,M,50-54

Corey Galehan,"1,393",1:35:16,00:17:30,7:16:46,00:12:36,5:22:17,14:44:26,M,35-39

Bradley Lewis,"1,394",1:37:41,00:29:40,7:17:13,00:17:59,5:01:58,14:44:31,M,25-29

Andrew Lull,"1,395",1:26:42,00:14:00,6:37:54,00:09:53,6:16:06,14:44:35,M,60-64

Scott Heintzelman,"1,396",1:20:32,00:07:03,6:10:35,00:08:04,6:58:39,14:44:53,M,55-59

Mitchell French,"1,397",1:36:24,00:07:37,7:25:14,00:10:24,5:25:33,14:45:12,M,35-39

Juan Montalvo,"1,398",1:33:29,00:16:30,7:04:55,00:12:25,5:38:24,14:45:43,M,55-59

Matt Veron,"1,399",1:37:51,00:23:25,7:21:41,00:19:15,5:03:31,14:45:43,M,25-29

Andrew Corder,"1,400",1:22:35,00:14:24,7:28:37,00:15:42,5:24:47,14:46:05,M,50-54

Nathan Brown,"1,401",1:51:34,00:10:31,6:17:25,00:14:13,6:12:26,14:46:09,M,40-44

Andrés Mercado,"1,402",1:32:57,00:06:57,6:08:02,00:09:45,6:48:31,14:46:12,M,30-34

Molly Prince,"1,403",1:19:35,00:12:32,6:53:25,00:12:00,6:08:42,14:46:14,F,50-54

Walidd Beltran Montiel,"1,404",1:48:51,00:12:07,7:36:06,00:10:30,4:58:42,14:46:16,M,35-39

Noah Nicodemus,"1,405",1:28:50,00:10:09,6:36:42,00:10:09,6:20:28,14:46:17,M,18-24

Arthur Young,"1,406",1:28:00,00:07:21,6:47:52,00:07:33,6:15:44,14:46:29,M,55-59

William Norris,"1,407",1:33:39,00:14:27,7:36:45,00:21:00,5:00:49,14:46:41,M,25-29

Elizabeth Miller,"1,408",1:43:25,00:15:23,7:04:20,00:13:37,5:30:00,14:46:47,F,60-64

Brittany Marikos,"1,409",1:37:16,00:12:58,7:14:48,00:11:18,5:30:27,14:46:48,F,30-34

Johnathan Rhoads,"1,410",1:45:32,00:07:06,6:25:36,00:10:08,6:18:29,14:46:50,M,35-39

Jonathan Wood,"1,411",1:42:29,00:17:24,7:09:55,00:15:22,5:21:59,14:47:09,M,45-49

Michael Chou,"1,412",1:39:14,00:16:40,6:37:26,00:17:53,5:56:01,14:47:14,M,40-44

Michael Dell,"1,413",1:18:20,00:14:01,7:00:41,00:13:59,6:00:13,14:47:14,M,45-49

Kari Thompson,"1,414",1:22:00,00:08:55,7:19:41,00:09:47,5:46:56,14:47:18,F,45-49

Ed Witherington,"1,415",1:15:14,00:07:06,7:02:11,00:11:30,6:11:20,14:47:20,M,55-59

Diana Van Brandwijk,"1,416",1:42:05,00:11:15,7:01:45,00:17:27,5:35:00,14:47:32,F,60-64

Tim Valdes,"1,417",1:34:53,00:14:35,6:43:28,00:23:01,5:52:26,14:48:24,M,50-54

Dave Schifo,"1,418",1:56:31,00:11:11,6:21:52,00:14:51,6:04:01,14:48:26,M,45-49

Forrest Henderson,"1,419",1:18:05,00:06:00,6:38:05,00:11:36,6:35:04,14:48:50,M,45-49

Heather Williams,"1,420",1:38:21,00:08:06,6:58:31,00:09:44,5:54:32,14:49:13,F,35-39

Becky Casanega,"1,421",1:28:55,00:12:09,7:00:02,00:14:56,5:53:20,14:49:23,F,40-44

Luis Martinez,"1,422",1:51:26,00:13:26,6:12:18,00:12:17,6:20:01,14:49:28,M,45-49

Scott Ferguson,"1,423",00:00:00,00:00:00,6:46:23,00:14:05,5:30:38,14:49:55,M,50-54

Katie Walker,"1,424",1:42:09,00:10:18,7:07:22,00:11:30,5:38:38,14:49:58,F,30-34

Adrian Nguyen,"1,425",1:41:50,00:11:24,7:02:14,00:08:51,5:45:54,14:50:14,M,50-54

Kevin Schmitz,"1,426",1:15:33,00:09:53,7:17:53,00:13:12,5:53:45,14:50:15,M,40-44

James Taylor,"1,427",1:35:34,00:15:45,7:11:20,00:15:53,5:31:57,14:50:29,M,40-44

Andrew Huff,"1,428",1:24:59,00:20:21,6:16:49,00:18:16,6:30:22,14:50:48,M,25-29

Jacquie Andersen,"1,429",1:20:15,00:09:31,7:04:44,00:11:08,6:05:33,14:51:11,F,55-59

Spencer Dussouy,"1,430",1:32:47,00:18:32,7:00:17,00:15:36,5:44:24,14:51:36,M,30-34

Gary Thomas,"1,431",1:33:00,00:06:54,6:43:43,00:09:05,6:19:04,14:51:46,M,45-49

Carol Kamin,"1,432",1:30:50,00:11:24,6:38:54,00:14:23,6:16:51,14:52:22,F,55-59

Henk Kool,"1,433",1:36:43,00:12:09,7:02:31,00:17:25,5:44:07,14:52:54,M,60-64

Dave Tomes,"1,434",1:30:52,00:11:08,6:41:45,00:13:13,6:17:09,14:54:07,M,60-64

Brian Loughmiller,"1,435",1:40:46,00:14:45,6:22:46,00:14:54,6:21:26,14:54:36,M,60-64

Matthew Davis,"1,436",1:26:23,00:09:27,6:43:27,00:16:16,6:19:04,14:54:38,M,50-54

Lucas A Schoolfield,"1,437",1:25:07,00:15:59,7:20:42,00:24:49,5:28:15,14:54:52,M,35-39

Gerardo Juarez,"1,438",2:09:22,00:20:20,6:28:21,00:18:22,5:38:34,14:54:59,M,35-39

Rogelio Cruz Jr,"1,439",1:54:12,00:19:10,6:52:50,00:17:24,5:31:23,14:54:59,M,30-34

Jenny Hernandez Rojas,"1,440",2:00:17,00:16:32,7:25:21,00:14:14,4:58:41,14:55:05,F,35-39

Andrew Espinoza,"1,441",1:41:30,00:16:52,6:35:59,00:12:58,6:07:47,14:55:06,M,40-44

Adam Zheng,"1,442",1:16:10,00:09:53,7:22:01,00:10:07,5:57:00,14:55:11,M,18-24

Ej Lopez,"1,443",1:40:55,00:18:16,7:15:28,00:22:54,5:17:39,14:55:12,M,35-39

Kevin Tougas,"1,444",1:24:32,00:11:14,6:51:10,00:20:54,6:07:34,14:55:24,M,50-54

Mike Agiannidis,"1,445",1:37:40,00:10:26,6:46:13,00:06:52,6:14:32,14:55:43,M,40-44

Meagan Snyder,"1,446",1:34:03,00:07:38,7:44:58,00:10:47,5:18:29,14:55:55,F,45-49

Paul Polis,"1,447",1:27:01,00:12:29,7:02:16,00:13:23,6:00:50,14:56:01,M,30-34

Kaleigh Greenwood,"1,448",1:17:18,00:11:02,6:50:30,00:11:18,6:26:18,14:56:25,F,30-34

Tarun Chandrasekhar,"1,449",1:54:44,00:10:55,6:47:25,00:16:23,5:47:01,14:56:29,M,45-49

Kris Senior,"1,450",1:15:40,00:11:19,6:20:48,00:17:30,6:52:01,14:57:17,M,35-39

Jonathan Durham,"1,451",2:16:25,00:10:05,6:53:51,00:11:01,5:26:12,14:57:33,M,40-44

Alberto Jasso,"1,452",1:31:46,00:10:53,6:35:44,00:14:20,6:24:51,14:57:35,M,35-39

Randall Baldwin,"1,453",1:34:00,00:16:53,6:35:59,00:15:59,6:14:56,14:57:47,M,50-54

Jason Cruz,"1,454",1:30:32,00:08:22,7:11:35,00:08:27,5:59:07,14:58:02,M,45-49

Luke Sexton,"1,455",1:27:41,00:07:17,8:02:04,00:06:56,5:14:06,14:58:04,M,18-24

Michael Brown,"1,456",1:07:44,00:07:50,6:08:28,00:11:33,7:22:44,14:58:18,M,45-49

Artur Pupka,"1,457",1:33:37,00:08:26,6:48:26,00:15:32,6:12:37,14:58:38,M,55-59

Stuart Sturges,"1,458",1:30:50,00:09:06,6:32:46,00:15:00,6:31:01,14:58:43,M,55-59

Debbie Wog,"1,459",1:28:25,00:14:05,6:35:36,00:11:27,6:29:13,14:58:47,F,45-49

Frank Caffrey,"1,460",1:27:43,00:11:58,7:09:05,00:20:26,5:49:36,14:58:48,M,55-59

Kara Sessums,"1,461",1:29:10,00:07:11,7:47:48,00:11:53,5:22:49,14:58:52,F,45-49

Viet Nguyen,"1,462",1:51:22,00:14:25,6:28:52,00:16:06,6:08:11,14:58:56,M,40-44

Matt Jones,"1,463",1:13:21,00:10:39,5:37:56,00:13:10,7:44:06,14:59:11,M,40-44

Kevin Clearman,"1,464",1:35:52,00:14:04,6:20:54,00:18:12,6:30:14,14:59:16,M,50-54

Daniel Hsieh,"1,465",1:24:18,00:14:20,7:49:18,00:08:59,5:22:59,14:59:55,M,30-34

Khang Dang,"1,466",1:33:45,00:20:37,7:14:20,00:15:15,5:36:02,15:00:00,M,35-39

Tyson Hintze,"1,467",1:49:18,00:12:06,6:23:57,00:12:30,6:23:00,15:00:51,M,30-34

Heather Kell,"1,468",2:00:47,00:12:44,7:37:11,00:12:04,4:58:22,15:01:08,F,35-39

Brandon Bruns,"1,469",1:28:55,00:08:58,7:03:12,00:11:50,6:08:38,15:01:33,M,45-49

Michael Dawson,"1,470",1:51:07,00:07:28,7:04:47,00:11:14,5:47:27,15:02:02,M,35-39

Heidi Slomer,"1,471",1:28:26,00:10:30,6:59:23,00:10:37,6:13:11,15:02:07,F,55-59

Keith Irwin,"1,472",1:28:14,00:12:26,6:32:31,00:14:07,6:35:19,15:02:37,M,45-49

Jacob Adelman,"1,473",1:39:12,00:18:36,7:00:42,00:16:46,5:47:35,15:02:51,M,35-39

Christina Ruggiero,"1,474",1:33:14,00:14:14,6:46:04,00:14:54,6:14:33,15:02:59,F,35-39

Honkai Chang,"1,475",1:32:40,00:11:24,6:53:19,00:10:50,6:15:04,15:03:17,M,50-54

Robert Horner,"1,476",1:34:41,00:11:23,7:02:29,00:14:13,6:00:50,15:03:34,M,50-54

Bill Rushing,"1,477",1:18:20,00:13:47,6:26:19,00:12:53,6:52:38,15:03:58,M,65-69

Vladimir Baranov,"1,478",1:42:03,00:16:35,6:22:50,00:21:22,6:21:28,15:04:19,M,50-54

Werner Raßhofer,"1,479",1:39:19,00:11:27,6:33:29,00:12:53,6:27:46,15:04:55,M,60-64

Asha Garcia,"1,480",1:36:20,00:10:05,7:37:07,00:13:10,5:28:18,15:05:00,F,35-39

Pete Saxton,"1,481",1:21:23,00:09:07,6:26:39,00:12:42,6:55:21,15:05:12,M,50-54

Estrella Garcia,"1,482",1:24:31,00:06:34,7:00:44,00:07:50,6:26:25,15:06:04,F,25-29

Melina Hill,"1,483",1:12:17,00:09:06,7:13:58,00:17:17,6:13:29,15:06:07,F,40-44

Pedro Rodriguez,"1,484",1:26:41,00:18:14,7:48:00,00:15:31,5:17:56,15:06:22,M,40-44

Barbara Mueller,"1,485",1:17:38,00:07:34,6:55:00,00:14:16,6:32:01,15:06:29,F,60-64

Del Benjamin,"1,486",1:48:21,00:11:22,6:35:22,00:16:56,6:14:34,15:06:34,M,35-39

Shayne Templet,"1,487",1:35:55,00:11:08,6:45:10,00:16:44,6:17:50,15:06:47,M,45-49

Mario Castillo,"1,488",1:44:25,00:17:44,6:49:46,00:18:29,5:57:11,15:07:34,M,40-44

Martin Schulz,"1,489",1:45:14,00:26:28,7:20:22,00:26:00,5:09:32,15:07:37,M,45-49

Melissa Sheldon,"1,490",1:15:17,00:07:25,7:05:35,00:11:46,6:27:57,15:07:59,F,60-64

Joe Lovuola,"1,491",1:29:16,00:13:30,7:29:00,00:11:59,5:44:42,15:08:26,M,45-49

Leonardo Vargas,"1,492",1:49:02,00:17:05,7:15:55,00:16:47,5:29:44,15:08:32,M,50-54

Gregg Lawson,"1,493",1:59:08,00:12:26,6:56:34,00:11:42,5:49:16,15:09:06,M,45-49

Greg Pruett,"1,494",1:17:46,00:14:54,7:11:06,00:15:04,6:10:25,15:09:15,M,30-34

Stephen Bratton,"1,495",1:38:03,00:09:53,6:54:26,00:13:35,6:13:26,15:09:23,M,55-59

Alex Wharton,"1,496",1:21:09,00:09:20,6:49:15,00:11:25,6:38:43,15:09:53,M,25-29

Andrew Smith,"1,497",1:32:09,00:12:03,6:56:31,00:19:22,6:09:57,15:10:01,M,55-59

Chad Couto,"1,498",1:19:54,00:09:05,7:01:46,00:12:17,6:27:32,15:10:34,M,65-69

Hunter Hairston,"1,499",1:32:26,00:11:57,6:46:52,00:14:32,6:25:04,15:10:50,M,35-39

Michelle Kneer,"1,500",1:28:51,00:13:42,6:50:36,00:19:29,6:19:20,15:11:58,F,35-39

Alex Lund,"1,501",1:31:32,00:13:08,7:08:32,00:16:35,6:02:12,15:12:00,M,30-34

Claudio Fuentes,"1,502",1:41:23,00:14:47,6:20:11,00:13:59,6:41:52,15:12:12,M,70-74

Michelle Edwards,"1,503",1:25:58,00:06:48,6:31:57,00:10:13,6:57:34,15:12:30,F,50-54

Joshua Mathews,"1,504",1:44:36,00:10:32,6:36:59,00:08:21,6:32:04,15:12:32,M,18-24

Roberto Vázquez,"1,505",1:28:13,00:19:47,6:19:42,00:20:35,6:44:20,15:12:35,M,55-59

Ivan Sager,"1,506",1:18:31,00:12:34,7:04:09,00:18:51,6:18:42,15:12:48,M,50-54

Russ Daniels,"1,507",1:30:14,00:14:05,6:47:54,00:12:42,6:28:12,15:13:07,M,60-64

Stephen Margolis,"1,508",1:39:06,00:13:46,6:53:39,00:18:28,6:08:27,15:13:26,M,60-64

Jayton De La Zerda,"1,509",1:09:20,00:11:34,7:25:43,00:15:03,6:11:49,15:13:30,M,18-24

Michelle Howard,"1,510",1:22:52,00:09:25,7:19:42,00:07:04,6:14:35,15:13:37,F,55-59

Sati Yuksek,"1,511",1:26:54,00:11:29,6:13:13,00:14:16,7:08:07,15:13:58,M,40-44

Julie Spence,"1,512",1:30:02,00:23:38,7:48:20,00:19:18,5:12:45,15:14:04,F,40-44

Stephan Brown,"1,513",1:18:54,00:08:18,6:27:10,00:11:26,7:08:23,15:14:11,M,60-64

Andrew Peach,"1,514",1:29:50,00:12:40,7:35:28,00:10:39,5:45:38,15:14:15,M,30-34

Lesa Jasinski,"1,515",1:46:27,00:09:01,7:03:02,00:11:04,6:04:48,15:14:21,F,40-44

John Gill,"1,516",1:07:09,00:08:45,7:01:46,00:11:50,6:44:57,15:14:26,M,55-59

Marc Nakisher,"1,517",1:34:54,00:15:16,7:06:02,00:15:47,6:03:05,15:15:05,M,50-54

